frame,track_id_a,track_id_b,cost_px,status
688,118,,,unmatched_a_extra
688,123,,,unmatched_a_extra
689,88,88,10.2,matched
689,92,95,35.4,matched
689,102,86,12.1,matched
689,115,,,unmatched_a_extra
689,129,,,unmatched_a_extra
689,118,,,unmatched_a_extra
689,123,,,unmatched_a_extra
690,88,88,9.9,matched
690,92,95,58.2,matched
690,102,86,17.4,matched
690,123,93,55.0,matched
690,115,,,unmatched_a_extra
690,129,,,unmatched_a_extra
690,118,,,unmatched_a_extra
691,88,88,10.6,matched
691,92,95,50.4,matched
691,129,86,500.3,rejected_too_far
691,102,93,129.3,matched
691,115,,,unmatched_a_extra
691,118,,,unmatched_a_extra
691,133,,,unmatched_a_extra
692,88,86,109.0,matched
692,92,95,21.5,matched
692,129,99,27.5,matched
692,133,88,511.8,rejected_too_far
692,123,93,109.6,matched
692,115,,,unmatched_a_extra
692,118,,,unmatched_a_extra
693,88,88,7.5,matched
693,92,95,67.5,matched
693,129,99,32.4,matched
693,123,93,51.8,matched
693,102,86,25.2,matched
693,115,,,unmatched_a_extra
693,118,,,unmatched_a_extra
693,133,,,unmatched_a_extra
694,88,86,122.5,matched
694,92,95,7.8,matched
694,129,99,35.3,matched
694,133,88,503.2,rejected_too_far
694,123,93,28.0,matched
694,115,,,unmatched_a_extra
694,118,,,unmatched_a_extra
695,88,88,7.4,matched
695,92,95,27.2,matched
695,129,99,32.9,matched
695,123,93,22.8,matched
695,115,,,unmatched_a_extra
695,118,,,unmatched_a_extra
695,133,,,unmatched_a_extra
696,88,88,19.0,matched
696,92,95,39.5,matched
696,129,99,37.9,matched
696,123,93,25.2,matched
696,115,,,unmatched_a_extra
696,118,,,unmatched_a_extra
696,133,,,unmatched_a_extra
697,88,88,18.6,matched
697,92,95,50.9,matched
697,129,99,33.0,matched
697,118,93,585.1,rejected_too_far
697,123,86,48.5,matched
697,115,,,unmatched_a_extra
697,133,,,unmatched_a_extra
698,88,88,16.5,matched
698,92,95,42.1,matched
698,129,99,29.6,matched
698,123,86,44.8,matched
698,102,93,62.9,matched
698,115,,,unmatched_a_extra
698,118,,,unmatched_a_extra
698,133,,,unmatched_a_extra
699,88,88,14.7,matched
699,92,95,37.0,matched
699,129,99,27.6,matched
699,123,86,40.7,matched
699,102,93,87.8,matched
699,115,,,unmatched_a_extra
699,118,,,unmatched_a_extra
699,133,,,unmatched_a_extra
700,88,88,17.9,matched
700,92,95,40.0,matched
700,129,99,35.0,matched
700,123,86,39.3,matched
700,102,93,74.9,matched
700,115,,,unmatched_a_extra
700,118,,,unmatched_a_extra
700,133,,,unmatched_a_extra
701,88,88,27.7,matched
701,92,95,57.3,matched
701,129,99,48.9,matched
701,123,86,37.0,matched
701,102,93,48.9,matched
701,115,,,unmatched_a_extra
701,118,,,unmatched_a_extra
701,133,,,unmatched_a_extra
702,88,88,29.3,matched
702,92,95,53.5,matched
702,129,99,62.0,matched
702,123,93,29.2,matched
702,102,86,38.3,matched
702,115,,,unmatched_a_extra
702,118,,,unmatched_a_extra
702,133,,,unmatched_a_extra
703,88,88,23.5,matched
703,92,95,53.5,matched
703,129,99,57.0,matched
703,118,86,409.4,rejected_too_far
703,123,93,29.5,matched
703,115,,,unmatched_a_extra
703,133,,,unmatched_a_extra
704,88,88,26.5,matched
704,92,95,52.6,matched
704,129,99,69.1,matched
704,123,93,28.7,matched
704,102,86,19.5,matched
704,115,,,unmatched_a_extra
704,118,,,unmatched_a_extra
704,133,,,unmatched_a_extra
705,88,88,42.1,matched
705,129,99,65.7,matched
705,102,86,17.9,matched
705,115,,,unmatched_a_extra
705,92,,,unmatched_a_extra
705,118,,,unmatched_a_extra
705,133,,,unmatched_a_extra
705,123,,,unmatched_a_extra
706,88,88,27.9,matched
706,92,95,48.8,matched
706,129,99,75.7,matched
706,102,86,15.3,matched
706,115,,,unmatched_a_extra
706,118,,,unmatched_a_extra
706,133,,,unmatched_a_extra
706,123,,,unmatched_a_extra
707,88,88,16.4,matched
707,92,95,27.0,matched
707,129,99,78.4,matched
707,102,86,17.5,matched
707,115,,,unmatched_a_extra
707,118,,,unmatched_a_extra
707,133,,,unmatched_a_extra
707,123,,,unmatched_a_extra
708,88,95,55.3,matched
708,129,99,94.7,matched
708,133,101,13.0,matched
708,102,86,16.6,matched
708,115,,,unmatched_a_extra
708,118,,,unmatched_a_extra
708,123,,,unmatched_a_extra
709,88,95,56.8,matched
709,129,99,105.0,matched
709,133,101,14.1,matched
709,123,93,11.8,matched
709,102,86,18.6,matched
709,115,,,unmatched_a_extra
709,118,,,unmatched_a_extra
710,88,95,55.3,matched
710,129,99,101.2,matched
710,133,101,14.0,matched
710,123,93,18.6,matched
710,102,86,17.5,matched
710,115,,,unmatched_a_extra
710,140,,,unmatched_a_extra
711,88,95,44.0,matched
711,129,99,130.6,matched
711,133,101,13.1,matched
711,102,86,23.3,matched
711,115,,,unmatched_a_extra
711,123,,,unmatched_a_extra
711,140,,,unmatched_a_extra
712,88,95,39.9,matched
712,133,101,12.4,matched
712,123,88,246.1,rejected_too_far
712,102,93,115.6,matched
712,140,99,131.2,matched
712,115,,,unmatched_a_extra
712,129,,,unmatched_a_extra
713,88,95,37.5,matched
713,129,99,150.8,rejected_too_far
713,133,101,12.5,matched
713,123,93,26.6,matched
713,102,86,35.8,matched
713,140,88,430.2,rejected_too_far
713,115,,,unmatched_a_extra
714,88,88,38.9,matched
714,133,101,12.6,matched
714,123,93,26.6,matched
714,102,86,26.8,matched
714,140,99,52.6,matched
714,92,95,57.9,matched
714,115,,,unmatched_a_extra
714,129,,,unmatched_a_extra
715,88,88,30.4,matched
715,133,101,14.8,matched
715,123,93,34.3,matched
715,102,86,26.0,matched
715,92,95,75.0,matched
715,115,,,unmatched_a_extra
715,129,,,unmatched_a_extra
715,140,,,unmatched_a_extra
716,88,88,23.7,matched
716,133,101,17.4,matched
716,123,93,36.1,matched
716,102,86,25.9,matched
716,140,104,58.8,matched
716,92,95,64.5,matched
716,115,,,unmatched_a_extra
716,129,,,unmatched_a_extra
717,88,88,24.3,matched
717,133,101,19.2,matched
717,123,93,34.4,matched
717,102,86,33.2,matched
717,140,104,55.2,matched
717,92,95,58.8,matched
717,115,,,unmatched_a_extra
717,129,,,unmatched_a_extra
718,88,88,33.0,matched
718,133,101,18.5,matched
718,123,93,33.3,matched
718,102,86,19.7,matched
718,92,95,69.6,matched
718,115,,,unmatched_a_extra
718,129,,,unmatched_a_extra
718,140,,,unmatched_a_extra
719,88,88,33.4,matched
719,133,101,17.4,matched
719,123,93,33.8,matched
719,102,86,29.2,matched
719,92,95,71.6,matched
719,115,,,unmatched_a_extra
719,129,,,unmatched_a_extra
719,140,,,unmatched_a_extra
720,88,88,28.6,matched
720,133,101,15.7,matched
720,123,93,33.7,matched
720,102,104,44.9,matched
720,140,86,70.9,matched
720,92,95,73.5,matched
720,115,,,unmatched_a_extra
720,129,,,unmatched_a_extra
721,88,88,36.3,matched
721,133,101,13.7,matched
721,123,93,31.6,matched
721,102,104,49.4,matched
721,140,86,70.4,matched
721,92,95,67.9,matched
721,115,,,unmatched_a_extra
721,129,,,unmatched_a_extra
722,88,88,36.3,matched
722,133,101,12.5,matched
722,123,93,21.8,matched
722,102,104,39.7,matched
722,140,86,60.8,matched
722,92,95,57.5,matched
722,115,,,unmatched_a_extra
722,129,,,unmatched_a_extra
723,88,88,34.8,matched
723,133,101,13.4,matched
723,102,104,37.9,matched
723,140,86,74.5,matched
723,92,95,54.5,matched
723,115,,,unmatched_a_extra
723,129,,,unmatched_a_extra
723,123,,,unmatched_a_extra
724,88,88,30.5,matched
724,129,104,961.1,rejected_too_far
724,133,95,41.3,matched
724,123,93,35.9,matched
724,140,86,88.1,matched
724,92,101,33.8,matched
724,115,,,unmatched_a_extra
725,115,104,907.4,rejected_too_far
725,133,88,101.1,matched
725,123,93,30.8,matched
725,140,86,76.5,matched
725,92,95,60.2,matched
725,129,,,unmatched_a_extra
726,115,104,873.6,rejected_too_far
726,133,88,87.9,matched
726,123,93,27.5,matched
726,140,86,58.3,matched
726,92,95,51.9,matched
726,129,,,unmatched_a_extra
727,115,88,784.3,rejected_too_far
727,133,101,8.8,matched
727,123,93,27.3,matched
727,140,86,73.9,matched
727,92,95,58.0,matched
727,102,104,34.1,matched
727,129,,,unmatched_a_extra
728,115,101,747.1,rejected_too_far
728,123,93,26.0,matched
728,140,86,81.6,matched
728,92,95,65.9,matched
728,142,88,29.5,matched
728,102,104,30.0,matched
728,129,,,unmatched_a_extra
729,115,101,732.1,rejected_too_far
729,123,93,28.4,matched
729,140,86,81.1,matched
729,92,95,60.2,matched
729,142,88,23.8,matched
729,102,104,37.8,matched
729,129,,,unmatched_a_extra
730,123,93,28.4,matched
730,140,86,71.5,matched
730,92,95,49.7,matched
730,142,88,20.1,matched
730,102,104,49.8,matched
730,133,101,17.2,matched
730,115,,,unmatched_a_extra
730,129,,,unmatched_a_extra
731,123,93,30.7,matched
731,140,86,56.8,matched
731,92,108,265.6,rejected_too_far
731,142,88,20.6,matched
731,102,104,59.6,matched
731,133,101,16.6,matched
731,115,,,unmatched_a_extra
731,129,,,unmatched_a_extra
732,115,108,459.6,rejected_too_far
732,123,93,20.1,matched
732,140,86,69.2,matched
732,92,95,41.8,matched
732,142,88,20.5,matched
732,102,104,59.8,matched
732,133,101,17.4,matched
732,129,,,unmatched_a_extra
733,140,86,73.5,matched
733,92,95,49.9,matched
733,102,104,50.1,matched
733,133,108,264.3,rejected_too_far
733,115,,,unmatched_a_extra
733,129,,,unmatched_a_extra
733,123,,,unmatched_a_extra
733,142,,,unmatched_a_extra
734,140,86,66.5,matched
734,92,95,52.8,matched
734,142,88,42.0,matched
734,102,104,43.8,matched
734,133,108,261.6,rejected_too_far
734,115,,,unmatched_a_extra
734,129,,,unmatched_a_extra
734,123,,,unmatched_a_extra
735,123,93,32.1,matched
735,140,86,57.0,matched
735,92,95,56.3,matched
735,142,101,34.5,matched
735,102,104,51.0,matched
735,133,108,256.3,rejected_too_far
735,115,,,unmatched_a_extra
735,129,,,unmatched_a_extra
736,123,93,27.1,matched
736,140,86,58.2,matched
736,142,101,35.6,matched
736,102,104,57.0,matched
736,133,108,260.1,rejected_too_far
736,115,,,unmatched_a_extra
736,129,,,unmatched_a_extra
736,92,,,unmatched_a_extra
737,123,93,27.5,matched
737,140,108,181.2,rejected_too_far
737,142,113,47.0,matched
737,102,104,63.5,matched
737,133,101,17.7,matched
737,115,,,unmatched_a_extra
737,129,,,unmatched_a_extra
737,92,,,unmatched_a_extra
738,123,93,26.3,matched
738,140,108,201.0,rejected_too_far
738,142,113,91.3,matched
738,102,104,48.0,matched
738,133,101,14.5,matched
738,115,,,unmatched_a_extra
738,129,,,unmatched_a_extra
738,92,,,unmatched_a_extra
739,115,108,292.0,rejected_too_far
739,123,93,26.0,matched
739,140,86,59.9,matched
739,142,113,57.6,matched
739,102,104,50.7,matched
739,133,101,11.0,matched
739,129,,,unmatched_a_extra
739,92,,,unmatched_a_extra
740,115,108,264.7,rejected_too_far
740,123,93,28.8,matched
740,140,86,55.8,matched
740,142,113,29.4,matched
740,102,104,64.3,matched
740,133,101,16.7,matched
740,129,,,unmatched_a_extra
740,92,,,unmatched_a_extra
741,123,93,28.4,matched
741,140,86,54.8,matched
741,142,113,8.1,matched
741,102,108,131.5,matched
741,115,,,unmatched_a_extra
741,129,,,unmatched_a_extra
741,92,,,unmatched_a_extra
741,133,,,unmatched_a_extra
742,123,93,28.2,matched
742,140,86,63.7,matched
742,102,108,137.6,matched
742,133,101,5.8,matched
742,115,,,unmatched_a_extra
742,129,,,unmatched_a_extra
742,92,,,unmatched_a_extra
742,142,,,unmatched_a_extra
743,123,93,26.4,matched
743,140,86,59.6,matched
743,142,101,56.5,matched
743,102,108,153.3,rejected_too_far
743,115,,,unmatched_a_extra
743,129,,,unmatched_a_extra
743,92,,,unmatched_a_extra
744,115,108,148.9,matched
744,123,93,27.2,matched
744,140,86,54.6,matched
744,92,101,391.8,rejected_too_far
744,142,113,9.8,matched
744,102,104,39.4,matched
744,129,,,unmatched_a_extra
745,115,108,112.7,matched
745,123,93,30.5,matched
745,140,86,73.1,matched
745,92,113,358.1,rejected_too_far
745,142,101,56.9,matched
745,102,104,64.7,matched
746,115,108,102.2,matched
746,123,93,34.5,matched
746,140,86,70.9,matched
746,92,113,364.4,rejected_too_far
746,142,101,62.5,matched
746,102,104,61.7,matched
747,115,108,105.4,matched
747,123,93,39.6,matched
747,140,86,60.5,matched
747,92,101,427.1,rejected_too_far
747,142,113,8.7,matched
747,102,104,60.4,matched
748,115,108,97.6,matched
748,123,93,38.2,matched
748,140,86,47.7,matched
748,142,113,12.1,matched
748,102,104,78.0,matched
748,92,,,unmatched_a_extra
749,115,108,80.5,matched
749,123,93,37.3,matched
749,140,86,51.9,matched
749,142,113,17.7,matched
749,102,104,82.3,matched
749,133,101,28.7,matched
749,92,,,unmatched_a_extra
750,115,108,59.0,matched
750,123,93,39.1,matched
750,140,86,49.0,matched
750,102,104,94.1,matched
750,133,101,35.2,matched
750,92,,,unmatched_a_extra
750,142,,,unmatched_a_extra
751,115,108,56.0,matched
751,123,93,37.2,matched
751,140,86,48.2,matched
751,142,113,35.0,matched
751,102,104,79.4,matched
751,133,101,27.2,matched
751,92,,,unmatched_a_extra
752,115,108,51.3,matched
752,123,93,34.4,matched
752,92,86,208.7,rejected_too_far
752,142,113,14.9,matched
752,102,104,68.5,matched
752,133,101,29.0,matched
753,115,108,43.9,matched
753,123,93,34.8,matched
753,92,86,194.9,rejected_too_far
753,142,113,13.4,matched
753,102,104,69.9,matched
753,133,101,33.3,matched
754,115,108,28.1,matched
754,123,93,39.4,matched
754,92,86,186.2,rejected_too_far
754,142,113,16.1,matched
754,102,104,108.7,matched
754,133,101,43.0,matched
755,115,108,26.3,matched
755,123,93,39.0,matched
755,142,113,11.4,matched
755,102,104,105.9,matched
755,133,101,44.6,matched
755,140,86,64.6,matched
755,92,,,unmatched_a_extra
756,115,108,29.2,matched
756,123,93,39.7,matched
756,142,113,7.8,matched
756,102,104,81.2,matched
756,133,101,37.6,matched
756,140,86,56.4,matched
756,92,,,unmatched_a_extra
757,115,108,34.1,matched
757,123,93,38.5,matched
757,142,113,3.9,matched
757,102,104,78.5,matched
757,133,101,35.3,matched
757,140,86,43.8,matched
757,92,,,unmatched_a_extra
758,115,108,24.4,matched
758,123,93,40.4,matched
758,142,113,8.1,matched
758,102,104,107.7,matched
758,133,101,48.9,matched
758,140,86,41.6,matched
758,92,,,unmatched_a_extra
759,115,108,28.7,matched
759,142,113,8.7,matched
759,102,104,109.4,matched
759,133,101,49.7,matched
759,140,86,49.5,matched
759,123,,,unmatched_a_extra
759,92,,,unmatched_a_extra
760,115,108,20.0,matched
760,123,93,40.8,matched
760,142,113,20.8,matched
760,102,104,104.1,matched
760,133,101,43.8,matched
760,92,,,unmatched_a_extra
760,140,,,unmatched_a_extra
761,123,93,37.2,matched
761,92,113,379.7,rejected_too_far
761,142,101,124.4,matched
761,102,104,114.6,matched
761,133,108,95.4,matched
761,140,,,unmatched_a_extra
762,123,93,33.5,matched
762,92,113,373.5,rejected_too_far
762,142,101,163.4,rejected_too_far
762,102,104,116.2,matched
762,133,108,78.4,matched
762,140,,,unmatched_a_extra
763,123,93,27.4,matched
763,92,113,350.8,rejected_too_far
763,142,101,188.6,rejected_too_far
763,102,104,113.7,matched
763,133,108,69.4,matched
763,140,,,unmatched_a_extra
764,123,93,24.8,matched
764,142,113,4.6,matched
764,133,101,49.0,matched
764,115,108,13.7,matched
764,92,,,unmatched_a_extra
764,102,,,unmatched_a_extra
764,140,,,unmatched_a_extra
765,123,93,32.9,matched
765,92,122,15.5,matched
765,142,113,9.2,matched
765,133,101,46.6,matched
765,115,108,15.5,matched
765,102,,,unmatched_a_extra
765,140,,,unmatched_a_extra
766,123,93,37.6,matched
766,92,113,327.2,rejected_too_far
766,133,101,55.1,matched
766,140,122,125.0,matched
766,115,108,6.5,matched
766,102,,,unmatched_a_extra
767,123,93,34.3,matched
767,92,122,15.1,matched
767,133,113,292.9,rejected_too_far
767,115,108,28.4,matched
767,102,,,unmatched_a_extra
767,140,,,unmatched_a_extra
768,123,93,31.3,matched
768,92,122,15.3,matched
768,133,113,275.6,rejected_too_far
768,115,108,7.6,matched
768,102,,,unmatched_a_extra
768,140,,,unmatched_a_extra
769,123,93,30.0,matched
769,92,122,15.0,matched
769,133,108,16.6,matched
769,142,113,25.2,matched
769,102,,,unmatched_a_extra
769,140,,,unmatched_a_extra
770,123,93,31.3,matched
770,92,122,15.3,matched
770,133,108,19.4,matched
770,142,113,20.5,matched
770,102,,,unmatched_a_extra
770,140,,,unmatched_a_extra
771,123,93,31.2,matched
771,92,122,13.6,matched
771,133,101,40.2,matched
771,142,113,19.0,matched
771,115,108,8.2,matched
771,102,,,unmatched_a_extra
771,140,,,unmatched_a_extra
772,123,93,29.8,matched
772,92,122,13.6,matched
772,133,101,58.9,matched
772,142,113,18.9,matched
772,115,108,10.6,matched
772,102,,,unmatched_a_extra
772,140,,,unmatched_a_extra
773,123,93,29.6,matched
773,92,122,11.9,matched
773,133,101,61.2,matched
773,142,113,18.5,matched
773,115,108,9.2,matched
773,102,,,unmatched_a_extra
773,140,,,unmatched_a_extra
774,123,93,34.2,matched
774,92,122,12.2,matched
774,133,101,67.6,matched
774,142,113,19.1,matched
774,115,108,12.4,matched
774,102,,,unmatched_a_extra
774,140,,,unmatched_a_extra
775,123,93,39.8,matched
775,92,122,13.9,matched
775,133,101,89.0,matched
775,142,113,15.5,matched
775,115,108,11.5,matched
775,102,,,unmatched_a_extra
775,140,,,unmatched_a_extra
776,123,93,39.3,matched
776,92,122,17.2,matched
776,133,101,100.5,matched
776,142,113,19.5,matched
776,115,108,17.9,matched
776,102,,,unmatched_a_extra
776,140,,,unmatched_a_extra
777,123,93,35.2,matched
777,92,122,21.2,matched
777,133,101,101.3,matched
777,142,113,60.7,matched
777,115,108,10.0,matched
777,102,,,unmatched_a_extra
777,140,,,unmatched_a_extra
778,123,93,33.8,matched
778,92,122,25.2,matched
778,142,113,36.9,matched
778,115,108,9.2,matched
778,102,,,unmatched_a_extra
778,133,,,unmatched_a_extra
778,140,,,unmatched_a_extra
779,123,93,35.3,matched
779,92,122,26.8,matched
779,142,113,25.4,matched
779,115,108,154.0,rejected_too_far
779,102,,,unmatched_a_extra
779,133,,,unmatched_a_extra
779,140,,,unmatched_a_extra
780,123,93,34.1,matched
780,92,122,27.5,matched
780,142,113,25.3,matched
780,115,108,89.9,matched
780,102,,,unmatched_a_extra
780,133,,,unmatched_a_extra
780,140,,,unmatched_a_extra
781,123,93,34.8,matched
781,92,122,36.7,matched
781,142,113,29.9,matched
781,115,108,36.3,matched
781,102,,,unmatched_a_extra
781,133,,,unmatched_a_extra
781,140,,,unmatched_a_extra
782,123,93,30.5,matched
782,92,122,62.6,matched
782,142,113,40.9,matched
782,115,108,18.8,matched
782,102,,,unmatched_a_extra
782,133,,,unmatched_a_extra
782,140,,,unmatched_a_extra
783,123,93,30.1,matched
783,92,122,74.9,matched
783,142,113,46.7,matched
783,115,108,23.1,matched
783,102,,,unmatched_a_extra
783,133,,,unmatched_a_extra
783,140,,,unmatched_a_extra
784,123,93,35.7,matched
784,92,122,74.1,matched
784,142,113,43.1,matched
784,115,108,30.5,matched
784,102,,,unmatched_a_extra
784,133,,,unmatched_a_extra
784,140,,,unmatched_a_extra
785,123,93,37.3,matched
785,92,122,70.7,matched
785,142,113,58.0,matched
785,115,108,21.7,matched
785,102,,,unmatched_a_extra
785,133,,,unmatched_a_extra
785,140,,,unmatched_a_extra
786,123,93,33.4,matched
786,92,122,90.6,matched
786,142,113,58.0,matched
786,115,108,10.7,matched
786,102,,,unmatched_a_extra
786,133,,,unmatched_a_extra
786,140,,,unmatched_a_extra
787,123,93,30.2,matched
787,142,113,58.5,matched
787,115,108,5.2,matched
787,92,,,unmatched_a_extra
787,102,,,unmatched_a_extra
787,133,,,unmatched_a_extra
787,140,,,unmatched_a_extra
788,123,93,35.4,matched
788,142,113,70.8,matched
788,115,108,15.1,matched
788,92,,,unmatched_a_extra
788,102,,,unmatched_a_extra
788,133,,,unmatched_a_extra
788,140,,,unmatched_a_extra
789,123,93,39.8,matched
789,142,113,74.3,matched
789,115,108,10.8,matched
789,92,,,unmatched_a_extra
789,133,,,unmatched_a_extra
789,140,,,unmatched_a_extra
790,123,93,40.1,matched
790,142,113,71.4,matched
790,115,108,16.8,matched
790,92,,,unmatched_a_extra
790,133,,,unmatched_a_extra
790,140,,,unmatched_a_extra
790,102,,,unmatched_a_extra
791,123,93,36.4,matched
791,142,113,78.0,matched
791,115,108,19.5,matched
791,92,,,unmatched_a_extra
791,133,,,unmatched_a_extra
791,140,,,unmatched_a_extra
791,102,,,unmatched_a_extra
792,123,93,32.5,matched
792,142,113,73.7,matched
792,115,108,28.7,matched
792,92,,,unmatched_a_extra
792,133,,,unmatched_a_extra
792,140,,,unmatched_a_extra
792,102,,,unmatched_a_extra
793,123,93,31.7,matched
793,142,113,62.2,matched
793,115,108,45.3,matched
793,92,,,unmatched_a_extra
793,133,,,unmatched_a_extra
793,140,,,unmatched_a_extra
793,102,,,unmatched_a_extra
794,123,93,37.8,matched
794,142,113,58.1,matched
794,115,108,21.1,matched
794,92,,,unmatched_a_extra
794,133,,,unmatched_a_extra
794,140,,,unmatched_a_extra
794,102,,,unmatched_a_extra
